person,site,n_pc,pre_crastinate,prop_hard,targ_side_rel,median_rt,accuracy
606,Aberdeen,6,yes,0.4758433245275351,absent,9.7475,0.8333333333333334
606,Aberdeen,6,yes,0.4758433245275351,easy,1.49,1
606,Aberdeen,6,yes,0.4758433245275351,hard,6.3965,0.5833333333333334
607,Aberdeen,6,yes,0.6050369769119769,absent,10.5725,1
607,Aberdeen,6,yes,0.6050369769119769,easy,1.0034999999999998,1
607,Aberdeen,6,yes,0.6050369769119769,hard,9.316,0.30434782608695654
608,Aberdeen,1,no,0.9683441558441559,absent,4.2330000000000005,0.7916666666666666
608,Aberdeen,1,no,0.9683441558441559,easy,0.9255,1
608,Aberdeen,1,no,0.9683441558441559,hard,2.624,0.75
609,Aberdeen,6,yes,0.17792370231394622,absent,5.103,0.8936170212765957
609,Aberdeen,6,yes,0.17792370231394622,easy,1.205,0.9583333333333334
609,Aberdeen,6,yes,0.17792370231394622,hard,4.68,0.125
610,Aberdeen,6,yes,0.6250716625716626,absent,6.423,0.8723404255319149
610,Aberdeen,6,yes,0.6250716625716626,easy,0.7025,1
610,Aberdeen,6,yes,0.6250716625716626,hard,5.236000000000001,0.4166666666666667
613,Aberdeen,6,yes,0.3574043673129039,absent,7.9695,0.8958333333333334
613,Aberdeen,6,yes,0.3574043673129039,easy,1.212,0.9545454545454546
613,Aberdeen,6,yes,0.3574043673129039,hard,8.263,0.4166666666666667
614,Aberdeen,6,yes,0.35767118863049097,absent,10.370000000000001,0.9791666666666666
614,Aberdeen,6,yes,0.35767118863049097,easy,1.1515,1
614,Aberdeen,6,yes,0.35767118863049097,hard,7.286,0.5833333333333334
615,Aberdeen,6,yes,0.37534515034515037,absent,4.618,0.7916666666666666
615,Aberdeen,6,yes,0.37534515034515037,easy,1.082,1
615,Aberdeen,6,yes,0.37534515034515037,hard,3.9574999999999996,0.3333333333333333
617,Aberdeen,6,yes,0.825272869022869,absent,31.195,0.9787234042553191
617,Aberdeen,6,yes,0.825272869022869,easy,1.169,1
617,Aberdeen,6,yes,0.825272869022869,hard,11.215499999999999,0.7916666666666666
619,Aberdeen,0,no,0.8296791984291985,absent,4.871,0.9166666666666666
619,Aberdeen,0,no,0.8296791984291985,easy,1.1320000000000001,1
619,Aberdeen,0,no,0.8296791984291985,hard,4.4254999999999995,0.375
622,Aberdeen,0,no,0.6736054382074921,absent,3.7800000000000002,0.9375
622,Aberdeen,0,no,0.6736054382074921,easy,0.9684999999999999,1
622,Aberdeen,0,no,0.6736054382074921,hard,4.016,0.20833333333333334
623,Aberdeen,3,intermediate,0.5433629007158419,absent,6.089,0.7708333333333334
623,Aberdeen,3,intermediate,0.5433629007158419,easy,0.835,0.9583333333333334
623,Aberdeen,3,intermediate,0.5433629007158419,hard,6.318,0.21739130434782608
625,Aberdeen,6,yes,0.839627659574468,absent,0.8214999999999999,0.9791666666666666
625,Aberdeen,6,yes,0.839627659574468,easy,0.6935,0.9166666666666666
625,Aberdeen,6,yes,0.839627659574468,hard,0.96,0.21739130434782608
626,Aberdeen,0,no,0.6589424141749723,absent,13.006499999999999,0.9791666666666666
626,Aberdeen,0,no,0.6589424141749723,easy,1.345,1
626,Aberdeen,0,no,0.6589424141749723,hard,10.757,0.6086956521739131
628,Aberdeen,6,yes,0.27653663693085134,absent,14.876999999999999,0.9782608695652174
628,Aberdeen,6,yes,0.27653663693085134,easy,0.9795,1
628,Aberdeen,6,yes,0.27653663693085134,hard,13.0265,0.25
629,Aberdeen,6,yes,0.8323366555924695,absent,14.964500000000001,1
629,Aberdeen,6,yes,0.8323366555924695,easy,1.546,0.9166666666666666
629,Aberdeen,6,yes,0.8323366555924695,hard,11.138000000000002,0.25
630,Aberdeen,1,no,0.3444200726809422,absent,6.0785,0.9791666666666666
630,Aberdeen,1,no,0.3444200726809422,easy,1.038,0.9565217391304348
630,Aberdeen,1,no,0.3444200726809422,hard,5.3855,0.08333333333333333
631,Aberdeen,0,no,0.7887401430405281,absent,4.0365,0.9166666666666666
631,Aberdeen,0,no,0.7887401430405281,easy,1.352,0.875
631,Aberdeen,0,no,0.7887401430405281,hard,3.644,0.08333333333333333
632,Aberdeen,0,no,0.25603167261354126,absent,12.502,1
632,Aberdeen,0,no,0.25603167261354126,easy,0.951,1
632,Aberdeen,0,no,0.25603167261354126,hard,10.858,0.5
633,Aberdeen,6,yes,0.4732368191621163,absent,12.0325,0.8333333333333334
633,Aberdeen,6,yes,0.4732368191621163,easy,1.88,1
633,Aberdeen,6,yes,0.4732368191621163,hard,10.983,0.3333333333333333
634,Aberdeen,5,yes,0.46042776778070893,absent,6.093,0.7916666666666666
634,Aberdeen,5,yes,0.46042776778070893,easy,0.9415,0.9583333333333334
634,Aberdeen,5,yes,0.46042776778070893,hard,7.598,0.20833333333333334
635,Aberdeen,3,intermediate,0.3114612511671335,absent,36.6385,0.75
635,Aberdeen,3,intermediate,0.3114612511671335,easy,1.6880000000000002,1
635,Aberdeen,3,intermediate,0.3114612511671335,hard,22.837,0.5
638,Aberdeen,6,yes,0.7118062811595068,absent,7.948,0.9166666666666666
638,Aberdeen,6,yes,0.7118062811595068,easy,1.2515,1
638,Aberdeen,6,yes,0.7118062811595068,hard,7.014,0.25
640,Aberdeen,4,yes,0.4746135977843295,absent,7.127,0.8723404255319149
640,Aberdeen,4,yes,0.4746135977843295,easy,0.8685,1
640,Aberdeen,4,yes,0.4746135977843295,hard,6.4945,0.20833333333333334
641,Aberdeen,0,no,0.7424308415162074,absent,5.332,0.9787234042553191
641,Aberdeen,0,no,0.7424308415162074,easy,1.0295,0.9545454545454546
641,Aberdeen,0,no,0.7424308415162074,hard,4.603,0.43478260869565216
643,Aberdeen,6,yes,0.8327598722415795,absent,2.2575000000000003,0.9375
643,Aberdeen,6,yes,0.8327598722415795,easy,0.771,1
643,Aberdeen,6,yes,0.8327598722415795,hard,2.6775,0.041666666666666664
645,Aberdeen,6,yes,0.3567145080302975,absent,6.643,0.8297872340425532
645,Aberdeen,6,yes,0.3567145080302975,easy,0.853,1
645,Aberdeen,6,yes,0.3567145080302975,hard,5.5115,0.375
701,Essex,6,yes,0.3630213674294306,absent,16.688499999999998,1
701,Essex,6,yes,0.3630213674294306,easy,1.619,0.9583333333333334
701,Essex,6,yes,0.3630213674294306,hard,12.947,0.2916666666666667
703,Essex,4,yes,0.2601413163849969,absent,10.101500000000001,0.9583333333333334
703,Essex,4,yes,0.2601413163849969,easy,0.5814999999999999,0.9583333333333334
703,Essex,4,yes,0.2601413163849969,hard,8.64,0.4583333333333333
704,Essex,3,intermediate,0.7488116405879564,absent,6.124,0.9375
704,Essex,3,intermediate,0.7488116405879564,easy,0.9844999999999999,0.9166666666666666
704,Essex,3,intermediate,0.7488116405879564,hard,4.119,0.4583333333333333
706,Essex,6,yes,0.8167701863354038,absent,8.0485,1
706,Essex,6,yes,0.8167701863354038,easy,0.8895,0.9583333333333334
706,Essex,6,yes,0.8167701863354038,hard,7.8735,0.20833333333333334
707,Essex,6,yes,0.38738549217845875,absent,22.2225,0.9583333333333334
707,Essex,6,yes,0.38738549217845875,easy,1.116,1
707,Essex,6,yes,0.38738549217845875,hard,17.1235,0.4583333333333333
709,Essex,0,no,0.59375,absent,22.478499999999997,0.9791666666666666
709,Essex,0,no,0.59375,easy,1.08,0.9583333333333334
709,Essex,0,no,0.59375,hard,21.1365,0.2916666666666667
710,Essex,6,yes,0.2517010026963262,absent,68.475,1
710,Essex,6,yes,0.2517010026963262,easy,2.135,1
710,Essex,6,yes,0.2517010026963262,hard,43.064,0.7916666666666666
711,Essex,1,no,0.33824932455251605,absent,25.7665,1
711,Essex,1,no,0.33824932455251605,easy,1.3250000000000002,0.9583333333333334
711,Essex,1,no,0.33824932455251605,hard,22.5425,0.2916666666666667
714,Essex,6,yes,0.4938564544016481,absent,14.581,0.8541666666666666
714,Essex,6,yes,0.4938564544016481,easy,1.3085,0.9166666666666666
714,Essex,6,yes,0.4938564544016481,hard,12.757000000000001,0.16666666666666666
715,Essex,1,no,0.26549351049813585,absent,23.532,1
715,Essex,1,no,0.26549351049813585,easy,1.5550000000000002,0.9166666666666666
715,Essex,1,no,0.26549351049813585,hard,19.801000000000002,0.125
717,Essex,0,no,0.18629548257786,absent,31.200499999999998,1
717,Essex,0,no,0.18629548257786,easy,1.4095,1
717,Essex,0,no,0.18629548257786,hard,22.741500000000002,0.5416666666666666
718,Essex,6,yes,0.7030336257309941,absent,53.861999999999995,0.8541666666666666
718,Essex,6,yes,0.7030336257309941,easy,1.671,1
718,Essex,6,yes,0.7030336257309941,hard,14.3295,0.6666666666666666
719,Essex,6,yes,0.5211017987180778,absent,4.1530000000000005,0.9375
719,Essex,6,yes,0.5211017987180778,easy,0.9295,1
719,Essex,6,yes,0.5211017987180778,hard,3.8365,0.125
722,Essex,6,yes,0.4128617253617254,absent,8.178,0.7916666666666666
722,Essex,6,yes,0.4128617253617254,easy,0.9664999999999999,1
722,Essex,6,yes,0.4128617253617254,hard,7.66,0.4166666666666667
723,Essex,2,intermediate,0.40051975051975053,absent,7.196,0.875
723,Essex,2,intermediate,0.40051975051975053,easy,1.1440000000000001,1
723,Essex,2,intermediate,0.40051975051975053,hard,7.747999999999999,0.16666666666666666
724,Essex,6,yes,0.5935202443823133,absent,9.0985,0.7916666666666666
724,Essex,6,yes,0.5935202443823133,easy,0.8474999999999999,1
724,Essex,6,yes,0.5935202443823133,hard,7.705,0.4583333333333333
725,Essex,3,intermediate,0.6262472283813747,absent,14.0845,0.9375
725,Essex,3,intermediate,0.6262472283813747,easy,1.0255,1
725,Essex,3,intermediate,0.6262472283813747,hard,10.346,0.2916666666666667
726,Essex,0,no,0.365413998427143,absent,47.1155,0.9791666666666666
726,Essex,0,no,0.365413998427143,easy,1.666,1
726,Essex,0,no,0.365413998427143,hard,39.568,0.4583333333333333
727,Essex,6,yes,0.4540518424664766,absent,5.7905,1
727,Essex,6,yes,0.4540518424664766,easy,1.101,1
727,Essex,6,yes,0.4540518424664766,hard,4.82,0.125
729,Essex,6,yes,0.18505868329359984,absent,26.6085,0.875
729,Essex,6,yes,0.18505868329359984,easy,1.229,0.9583333333333334
729,Essex,6,yes,0.18505868329359984,hard,22.451999999999998,0.25
730,Essex,6,yes,0.416200110864745,absent,11.9585,0.9166666666666666
730,Essex,6,yes,0.416200110864745,easy,1.0345,0.9583333333333334
730,Essex,6,yes,0.416200110864745,hard,7.1735,0.4583333333333333
732,Essex,6,yes,0.43577235772357725,absent,14.9995,0.9583333333333334
732,Essex,6,yes,0.43577235772357725,easy,1.421,1
732,Essex,6,yes,0.43577235772357725,hard,10.8995,0.3333333333333333
733,Essex,6,yes,0.30125591016548464,absent,25.2345,1
733,Essex,6,yes,0.30125591016548464,easy,1.0615,0.9583333333333334
733,Essex,6,yes,0.30125591016548464,hard,22.363,0.20833333333333334
737,Essex,6,yes,0.8768557422969188,absent,2.9139999999999997,0.8333333333333334
737,Essex,6,yes,0.8768557422969188,easy,1.034,0.9583333333333334
737,Essex,6,yes,0.8768557422969188,hard,2.254,0.625
738,Essex,5,yes,0.7326499388004896,absent,13.053,0.9166666666666666
738,Essex,5,yes,0.7326499388004896,easy,1.138,1
738,Essex,5,yes,0.7326499388004896,hard,10.945,0.25
740,Essex,6,yes,0.38405103668261564,absent,37.596000000000004,0.9583333333333334
740,Essex,6,yes,0.38405103668261564,easy,0.9775,1
740,Essex,6,yes,0.38405103668261564,hard,25.3115,0.625
742,Essex,6,yes,0.7729325313615127,absent,3.382,0.8958333333333334
742,Essex,6,yes,0.7729325313615127,easy,0.742,1
742,Essex,6,yes,0.7729325313615127,hard,3.1870000000000003,0.20833333333333334
743,Essex,6,yes,0.37293543543543545,absent,9.313,0.7708333333333334
743,Essex,6,yes,0.37293543543543545,easy,1.6804999999999999,0.8333333333333334
743,Essex,6,yes,0.37293543543543545,hard,8.6025,0.375
744,Essex,6,yes,0.7740707568293775,absent,16.2435,0.7708333333333334
744,Essex,6,yes,0.7740707568293775,easy,1.584,1
744,Essex,6,yes,0.7740707568293775,hard,15.278,0.3333333333333333
745,Essex,6,yes,0.289709368153238,absent,23.6965,1
745,Essex,6,yes,0.289709368153238,easy,1.2454999999999998,1
745,Essex,6,yes,0.289709368153238,hard,19.7745,0.375
746,Essex,6,yes,0.6635586635586636,absent,10.2125,0.8333333333333334
746,Essex,6,yes,0.6635586635586636,easy,1.2755,0.9166666666666666
746,Essex,6,yes,0.6635586635586636,hard,10.7685,0.4583333333333333
748,Essex,1,no,0.3860237434474252,absent,21.5595,1
748,Essex,1,no,0.3860237434474252,easy,1.1065,1
748,Essex,1,no,0.3860237434474252,hard,14.111999999999998,0.5416666666666666
751,Essex,0,no,0.732077856420627,absent,8.6585,0.9583333333333334
751,Essex,0,no,0.732077856420627,easy,0.9405,1
751,Essex,0,no,0.732077856420627,hard,5.6905,0.5833333333333334
753,Essex,6,yes,0.3801982591876209,absent,22.125500000000002,1
753,Essex,6,yes,0.3801982591876209,easy,1.008,0.9583333333333334
753,Essex,6,yes,0.3801982591876209,hard,15.5805,0.5
754,Essex,6,yes,0.2546568767499,absent,18.307,0.9583333333333334
754,Essex,6,yes,0.2546568767499,easy,0.919,0.9583333333333334
754,Essex,6,yes,0.2546568767499,hard,11.96,0.4583333333333333
755,Essex,0,no,0.9052083333333333,absent,8.752,0.9583333333333334
755,Essex,0,no,0.9052083333333333,easy,1.1004999999999998,1
755,Essex,0,no,0.9052083333333333,hard,6.854,0.2916666666666667
758,Essex,6,yes,0.8316946001128169,absent,17.749499999999998,0.8125
758,Essex,6,yes,0.8316946001128169,easy,1.5145,0.9583333333333334
758,Essex,6,yes,0.8316946001128169,hard,14.9985,0.25
759,Essex,6,yes,0.4756944444444444,absent,7.5435,0.8541666666666666
759,Essex,6,yes,0.4756944444444444,easy,1.5705,1
759,Essex,6,yes,0.4756944444444444,hard,7.1345,0.4583333333333333
760,Essex,6,yes,0.25252659574468084,absent,41.067499999999995,1
760,Essex,6,yes,0.25252659574468084,easy,1.2765,1
760,Essex,6,yes,0.25252659574468084,hard,37.691500000000005,0.3333333333333333
761,Essex,6,yes,0.39132814859559045,absent,37.078,0.9166666666666666
761,Essex,6,yes,0.39132814859559045,easy,1.2934999999999999,1
761,Essex,6,yes,0.39132814859559045,hard,25.657,0.7083333333333334
762,Essex,0,no,0.3055133173100505,absent,18.7785,0.8125
762,Essex,0,no,0.3055133173100505,easy,1.145,0.9583333333333334
762,Essex,0,no,0.3055133173100505,hard,11.8875,0.5833333333333334
764,Essex,6,yes,0.40964005480134513,absent,20.5065,0.8125
764,Essex,6,yes,0.40964005480134513,easy,2.309,0.9583333333333334
764,Essex,6,yes,0.40964005480134513,hard,12.466000000000001,0.7083333333333334
766,Essex,6,yes,0.6982274482274482,absent,10.6035,0.7916666666666666
766,Essex,6,yes,0.6982274482274482,easy,1.5455,0.9583333333333334
766,Essex,6,yes,0.6982274482274482,hard,9.197500000000002,0.3333333333333333
767,Essex,6,yes,0.3224778270509978,absent,1.9815,0.9375
767,Essex,6,yes,0.3224778270509978,easy,0.974,0.9166666666666666
767,Essex,6,yes,0.3224778270509978,hard,2.0665,0.125
770,Essex,0,no,0.6232323232323232,absent,8.904499999999999,0.9583333333333334
770,Essex,0,no,0.6232323232323232,easy,1.4085,1
770,Essex,0,no,0.6232323232323232,hard,7.292,0.20833333333333334
772,Essex,0,no,0.5680036382369039,absent,5.864000000000001,0.75
772,Essex,0,no,0.5680036382369039,easy,1.8835000000000002,0.9583333333333334
772,Essex,0,no,0.5680036382369039,hard,5.32,0.5833333333333334
775,Essex,3,intermediate,0.38567765732535647,absent,8.3925,1
775,Essex,3,intermediate,0.38567765732535647,easy,0.778,1
775,Essex,3,intermediate,0.38567765732535647,hard,7.4025,0.4166666666666667
776,Essex,6,yes,0.3100363906766165,absent,15.867,0.8958333333333334
776,Essex,6,yes,0.3100363906766165,easy,1.358,1
776,Essex,6,yes,0.3100363906766165,hard,14.844999999999999,0.25
777,Essex,6,yes,0.7911205073995772,absent,13.031500000000001,0.9375
777,Essex,6,yes,0.7911205073995772,easy,2.7329999999999997,0.9166666666666666
777,Essex,6,yes,0.7911205073995772,hard,10.1935,0.3333333333333333
778,Essex,6,yes,0.5265034771613719,absent,16.5865,0.8125
778,Essex,6,yes,0.5265034771613719,easy,1.5110000000000001,1
778,Essex,6,yes,0.5265034771613719,hard,12.273,0.6666666666666666
779,Essex,1,no,0.5502747252747253,absent,8.448,0.875
779,Essex,1,no,0.5502747252747253,easy,1.034,1
779,Essex,1,no,0.5502747252747253,hard,7.381,0.5
781,Essex,6,yes,0.4770833333333333,absent,19.7135,1
781,Essex,6,yes,0.4770833333333333,easy,1.0710000000000002,0.9583333333333334
781,Essex,6,yes,0.4770833333333333,hard,14.346,0.6666666666666666
782,Essex,6,yes,0.45110337666621686,absent,75.307,1
782,Essex,6,yes,0.45110337666621686,easy,1.029,1
782,Essex,6,yes,0.45110337666621686,hard,16.500999999999998,0.9583333333333334
783,Essex,0,no,0.6351560345620002,absent,25.478,1
783,Essex,0,no,0.6351560345620002,easy,0.942,1
783,Essex,0,no,0.6351560345620002,hard,9.292,0.7083333333333334
784,Essex,1,no,0.8040436527571609,absent,9.915500000000002,0.9791666666666666
784,Essex,1,no,0.8040436527571609,easy,0.7645,1
784,Essex,1,no,0.8040436527571609,hard,6.9830000000000005,0.4166666666666667
785,Essex,2,intermediate,0.40212449341438705,absent,26.17,1
785,Essex,2,intermediate,0.40212449341438705,easy,1.255,0.9166666666666666
785,Essex,2,intermediate,0.40212449341438705,hard,22.3265,0.4583333333333333
786,Essex,6,yes,0.5457974137931034,absent,7.0705,0.7708333333333334
786,Essex,6,yes,0.5457974137931034,easy,1.624,0.7916666666666666
786,Essex,6,yes,0.5457974137931034,hard,7.746,0.16666666666666666
788,Essex,6,yes,0.19438020351526364,absent,16.15,0.9791666666666666
788,Essex,6,yes,0.19438020351526364,easy,1.1105,1
788,Essex,6,yes,0.19438020351526364,hard,11.668,0.5416666666666666
795,Essex,1,no,0.17351190476190476,absent,24.2755,0.875
795,Essex,1,no,0.17351190476190476,easy,1.2565,1
795,Essex,1,no,0.17351190476190476,hard,16.533,0.5833333333333334
797,Essex,6,yes,0.3256822386679001,absent,17.0015,1
797,Essex,6,yes,0.3256822386679001,easy,1.3265,0.9583333333333334
797,Essex,6,yes,0.3256822386679001,hard,12.338000000000001,0.5
799,Essex,6,yes,0.3683848013116306,absent,20.9665,0.8541666666666666
799,Essex,6,yes,0.3683848013116306,easy,1.147,1
799,Essex,6,yes,0.3683848013116306,hard,16.82,0.625
802,Essex,6,yes,0.6339285714285714,absent,21.651,0.75
802,Essex,6,yes,0.6339285714285714,easy,1.7755,1
802,Essex,6,yes,0.6339285714285714,hard,11.129999999999999,0.5833333333333334
803,Essex,6,yes,0.6757366171839856,absent,15.354500000000002,0.7916666666666666
803,Essex,6,yes,0.6757366171839856,easy,1.412,0.9166666666666666
803,Essex,6,yes,0.6757366171839856,hard,11.393,0.5416666666666666
804,Essex,0,no,0.5540370482230947,absent,13.118500000000001,1
804,Essex,0,no,0.5540370482230947,easy,0.778,0.9565217391304348
804,Essex,0,no,0.5540370482230947,hard,9.342500000000001,0.4583333333333333
807,Essex,6,yes,0.4107905982905983,absent,8.849499999999999,0.75
807,Essex,6,yes,0.4107905982905983,easy,0.9115,1
807,Essex,6,yes,0.4107905982905983,hard,9.161,0.375
808,Essex,6,yes,0.6184041835357625,absent,12.4825,0.8125
808,Essex,6,yes,0.6184041835357625,easy,1.1105,0.9583333333333334
808,Essex,6,yes,0.6184041835357625,hard,8.4435,0.5416666666666666
809,Essex,6,yes,0.7448792016806722,absent,8.3865,0.7708333333333334
809,Essex,6,yes,0.7448792016806722,easy,0.8955,0.9583333333333334
809,Essex,6,yes,0.7448792016806722,hard,4.2,0.4166666666666667
811,Essex,6,yes,0.48806755260243634,absent,15.264,0.8958333333333334
811,Essex,6,yes,0.48806755260243634,easy,1.2349999999999999,1
811,Essex,6,yes,0.48806755260243634,hard,15.765,0.16666666666666666
813,Essex,1,no,0.6423537702607469,absent,40.108000000000004,0.8958333333333334
813,Essex,1,no,0.6423537702607469,easy,1.4505,1
813,Essex,1,no,0.6423537702607469,hard,18.4135,0.625
814,Essex,0,no,0.6393292682926829,absent,18.3955,0.9166666666666666
814,Essex,0,no,0.6393292682926829,easy,1.222,1
814,Essex,0,no,0.6393292682926829,hard,14.964,0.4583333333333333
900,Aberdeen,6,yes,0.35510884461311404,absent,12.303999999999998,0.7916666666666666
900,Aberdeen,6,yes,0.35510884461311404,easy,0.91,1
900,Aberdeen,6,yes,0.35510884461311404,hard,12.596499999999999,0.3333333333333333
901,Aberdeen,6,yes,0.5565717177559283,absent,9.0095,0.875
901,Aberdeen,6,yes,0.5565717177559283,easy,1.067,1
901,Aberdeen,6,yes,0.5565717177559283,hard,7.424,0.4782608695652174
902,Aberdeen,6,yes,0.32748498114351776,absent,11.021,0.9375
902,Aberdeen,6,yes,0.32748498114351776,easy,1.0745,1
902,Aberdeen,6,yes,0.32748498114351776,hard,10.186,0.375
